Application mode,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
8,1,0,1,1,0,20,5,2,10.5,5,4,12.25,2
14,1,0,1,1,0,19,6,3,11.6666666666666,6,4,10.3333333333333,2
1,1,0,1,1,0,19,5,3,11,5,2,10,1
12,0,0,1,1,0,24,7,0,0,7,0,0,1
12,1,1,0,1,0,29,6,4,12.5,6,0,0,1
12,0,0,1,1,0,24,7,7,11.2944444444444,8,2,12.6,3
8,1,0,1,1,0,19,6,5,11.2,6,4,12.5,3
4,1,0,1,1,0,37,0,0,0,0,0,0,1
3,1,0,1,1,0,18,6,5,13.2,6,5,11.8,3
15,0,0,1,1,1,20,7,6,14.1428571428571,6,6,14.125,2
1,1,0,0,1,0,18,5,0,0,5,0,0,1
14,0,0,1,1,0,22,5,0,0,5,3,13.3333333333333,2
8,1,0,1,1,1,22,5,3,12.3333333333333,5,3,10.5714285714285,2
1,1,1,0,1,0,18,6,0,0,6,0,0,1
1,1,0,1,1,0,18,8,7,13.1,8,7,13.1,3
1,1,0,1,1,0,19,6,6,13.5,6,6,13.1666666666666,3
1,0,0,1,1,0,19,5,5,10.2,5,3,12,2
1,0,0,1,1,0,19,6,5,11.5714285714285,6,3,13,1
15,1,1,1,1,0,21,6,6,15.2857142857142,6,6,15.1666666666666,3
1,0,0,1,1,0,19,6,5,12.6,10,8,11,2
9,0,0,1,1,0,18,7,6,13.4333333333333,7,4,13.6,3
7,1,0,1,1,0,19,5,5,11.6,5,3,11,1
4,0,0,1,1,0,25,6,6,14.6666666666666,6,6,13.5,3
1,1,0,1,1,0,22,6,6,14.6666666666666,6,6,14.6666666666666,3
12,0,0,1,1,0,24,8,7,12.7428571428571,8,7,12.7428571428571,3
1,1,0,1,1,0,19,7,7,11.975,8,7,13.1285714285714,3
14,0,0,1,1,0,18,5,4,12.25,5,3,11.6666666666666,2
8,0,0,0,1,0,20,0,0,0,0,0,0,1
1,1,0,1,1,1,19,8,7,14.9357142857142,8,7,14.9357142857142,3
14,1,0,1,1,0,19,6,2,10.5,6,4,10,1
1,1,0,1,1,0,19,6,5,13.3333333333333,6,5,13,3
14,0,1,1,1,0,23,6,0,0,6,0,0,1
12,0,0,1,1,0,47,6,5,13.8,6,4,14,1
1,0,0,1,1,0,19,6,6,11.8333333333333,6,4,10.75,3
1,1,0,1,1,0,19,0,0,0,0,0,0,3
1,1,0,1,1,0,18,0,0,0,0,0,0,1
14,0,0,1,1,0,28,5,2,10,5,0,0,1
14,1,0,1,1,0,20,6,4,11.5,6,3,11.6666666666666,1
8,0,0,1,1,1,18,6,3,10.6666666666666,6,4,12,2
1,1,0,1,1,1,21,0,0,0,0,0,0,3
1,0,0,1,1,0,19,6,4,12.75,6,2,13,2
12,0,1,0,1,0,24,6,0,0,6,0,0,1
12,0,0,1,1,0,24,6,6,11.3333333333333,6,3,11.3333333333333,2
12,1,1,0,1,0,25,6,0,0,6,0,0,2
12,0,0,1,1,0,28,6,6,13,6,5,12.2,3
12,0,0,1,1,0,37,5,4,10.75,5,3,11.3333333333333,2
14,0,0,1,1,0,19,5,5,12,5,2,10.5,2
8,1,0,1,1,1,18,7,7,13.4628571428571,8,8,13.90625,3
12,0,0,1,1,0,48,6,3,10,6,1,10,1
8,1,0,1,1,0,21,6,6,12.3333333333333,6,6,13.6666666666666,3
8,0,0,1,1,1,19,7,6,12.5285714285714,7,6,12.4166666666666,2
14,0,0,1,1,1,21,8,0,0,8,0,0,2
15,1,1,0,1,0,23,5,0,0,5,0,0,1
1,1,0,1,1,0,18,5,5,13.6,5,4,13.25,3
15,0,0,1,1,0,22,6,6,12.3333333333333,6,2,14,1
7,1,0,1,1,0,25,13,10,11.4545454545454,11,7,12.25,1
4,0,1,1,1,0,27,13,8,13.5,11,5,14.4,1
12,0,0,0,1,0,49,5,0,0,5,0,0,1
12,0,0,0,1,0,31,5,2,11,5,0,0,1
12,0,0,1,1,0,54,6,6,13.7142857142857,6,5,14.3333333333333,1
4,1,1,0,1,0,25,21,21,12.3636363636363,16,12,12.25,1
15,0,0,1,1,0,20,7,3,10.6666666666666,6,2,11.5,2
4,0,0,1,1,0,28,6,2,12,6,3,12.6666666666666,1
12,0,0,1,1,0,41,7,7,12.8571428571428,6,6,13.1666666666666,3
1,0,0,1,1,1,19,6,6,13.125,6,6,12.7142857142857,2
14,0,0,1,1,0,22,5,0,0,5,2,11.5,1
1,0,0,1,1,0,34,6,2,13.5,6,0,0,1
12,0,1,0,1,0,28,11,11,15.090909090909,10,10,15,1
1,1,0,1,1,0,42,6,5,12.4,6,5,11.8,2
9,0,0,0,1,0,21,6,5,14,6,4,14.8,2
4,0,0,1,1,0,50,6,2,13.5,6,1,13,1
1,1,0,1,1,0,19,5,0,0,5,0,0,1
14,0,0,1,1,0,18,7,4,12.65,7,3,10.6666666666666,1
12,0,0,1,1,0,59,5,0,0,5,0,0,1
4,1,0,0,1,0,33,5,0,0,5,0,0,1
8,1,0,1,1,1,23,6,6,13.3333333333333,6,5,12.8,3
12,0,0,1,1,0,44,5,3,11.3333333333333,5,5,11.1428571428571,1
1,1,0,1,1,0,37,6,0,0,6,0,0,1
12,0,0,1,1,0,36,0,0,0,0,0,0,1
1,0,0,0,1,0,22,5,3,11.6666666666666,5,2,10.5,1
12,0,0,1,1,0,49,6,6,12.1666666666666,6,6,14.4285714285714,3
16,1,0,1,1,0,23,6,6,13.3333333333333,6,4,12.75,3
1,1,0,1,1,0,19,6,5,11.4,6,3,11,2
14,0,0,1,1,0,47,6,6,12.1428571428571,6,0,0,1
14,0,0,1,1,0,28,18,17,13.0588235294117,12,12,12.3076923076923,3
15,0,0,1,1,0,21,6,4,11.75,6,4,10.5,2
1,0,1,0,1,0,21,6,5,11.8333333333333,6,5,10,1
14,0,0,1,1,0,21,11,10,12.4,10,10,11.8,3
1,0,0,1,1,0,20,6,6,13.4285714285714,6,4,11.5,2
13,0,0,0,1,0,49,5,0,0,5,0,0,1
12,0,0,1,1,0,40,5,5,11,5,5,13.4,3
8,0,0,1,1,1,22,6,6,13.625,6,6,14.4285714285714,3
13,0,0,1,1,0,19,5,4,11.8,5,2,11.5,2
12,0,0,1,1,0,31,5,0,0,5,0,0,1
13,0,0,1,1,0,30,6,2,15,6,2,13.5,1
1,0,0,1,1,0,19,6,5,10.8,6,5,11,3
9,0,0,1,1,0,22,5,3,13.6666666666666,5,3,11.3333333333333,1
1,0,0,1,1,0,19,6,6,12.8333333333333,6,6,13.3333333333333,3
8,0,0,0,1,0,21,0,0,0,0,0,0,1
8,0,0,1,1,0,19,6,6,15.125,6,6,13.4285714285714,3
14,1,0,1,1,0,22,5,0,0,5,1,10,1
1,0,0,1,1,0,22,6,5,11.4,6,5,11,3
1,0,0,1,1,0,19,6,4,12.25,6,6,11,3
12,0,0,0,1,0,26,6,0,0,6,0,0,1
15,0,0,1,1,0,23,7,3,14,6,1,14,2
8,0,0,1,1,0,18,6,6,12.3333333333333,6,5,10.8,2
1,0,1,1,1,1,22,5,5,10.6666666666666,5,2,11,2
9,1,0,1,1,0,19,5,5,11.8333333333333,5,5,14.7142857142857,2
8,0,0,1,1,0,20,5,0,0,5,0,0,1
1,1,0,1,1,1,22,6,6,11.6666666666666,6,6,12.1666666666666,2
4,1,0,0,1,0,18,5,2,13,5,0,0,1
14,0,0,1,1,0,39,2,0,0,4,0,0,1
1,0,0,1,1,0,18,8,0,0,8,0,0,1
8,0,0,1,1,1,18,5,5,13,5,5,14.2,3
1,0,0,1,1,1,19,6,6,13.8571428571428,6,6,14,3
1,0,0,1,1,0,18,7,6,13.3916666666666,8,8,12.4875,3
1,1,0,1,1,1,18,5,4,12.75,5,0,0,1
15,1,0,1,1,0,22,5,4,14.5,5,5,14.6,3
1,0,0,1,1,0,19,6,6,12.1666666666666,6,6,12.1666666666666,3
1,1,0,1,1,0,18,5,5,15.4,5,5,15.6,1
12,0,1,0,1,0,31,5,2,13.3333333333333,5,2,16,1
12,0,0,1,1,0,28,5,0,0,5,0,0,1
1,0,0,1,1,0,19,6,0,0,6,0,0,1
8,0,0,1,1,0,20,6,6,13.7142857142857,6,6,14.7142857142857,3
12,0,0,1,1,0,50,6,4,12.25,6,0,0,1
14,0,0,1,1,0,38,6,5,16,6,4,16.5,2
12,1,0,1,1,0,31,5,1,11,5,1,13,1
12,1,0,1,1,0,27,7,7,14.0857142857142,7,7,14.0857142857142,2
9,1,0,1,1,0,21,6,6,10.1666666666666,6,6,10.5,3
12,0,0,1,1,0,34,5,1,10,5,0,0,1
16,1,0,1,1,0,19,5,0,0,5,1,10,2
12,1,0,0,1,0,40,5,2,10.5,5,3,10.6666666666666,1
1,1,0,1,1,1,18,0,0,0,0,0,0,3
12,0,1,0,1,1,46,6,0,0,6,0,0,1
14,0,0,1,1,0,37,6,0,0,5,0,0,1
12,1,0,1,1,0,31,6,0,0,6,0,0,1
12,0,0,1,1,0,34,6,5,13.3333333333333,6,5,12.4,3
1,1,0,1,1,1,18,0,0,0,0,0,0,1
1,0,0,1,1,1,18,6,6,13.5714285714285,6,6,14.3333333333333,3
8,1,0,1,1,1,19,6,6,12.8333333333333,6,6,11.1666666666666,3
14,0,0,1,1,0,40,5,4,10.25,8,5,11.2,1
12,0,0,1,1,0,25,6,0,0,6,0,0,1
8,1,1,1,1,0,20,5,4,14.5,6,3,13.3333333333333,1
8,0,0,1,1,0,20,5,5,15.8,5,5,13.7142857142857,2
12,1,0,0,1,0,43,6,0,0,6,0,0,1
8,1,0,1,1,0,18,5,4,12.5,5,3,14.6666666666666,2
14,0,0,1,1,0,35,18,18,11.6666666666666,13,12,11.5,3
8,0,0,1,1,0,23,5,4,13,5,5,13,3
8,0,0,1,1,0,19,7,7,12.1214285714285,9,8,11.50625,3
17,1,0,1,1,1,21,11,9,14.2222222222222,9,7,13.75,3
14,0,0,1,1,0,19,6,4,12.5,6,4,13.25,2
9,1,0,1,1,0,20,5,5,12.1666666666666,5,5,15.2857142857142,3
12,0,0,1,1,1,30,6,0,0,6,0,0,1
12,1,0,1,1,0,44,6,6,12.6666666666666,6,6,11.5,3
9,0,0,1,1,0,19,8,7,13.6142857142857,8,7,13.6142857142857,3
15,1,0,1,1,0,22,18,12,12.8571428571428,12,10,14.3,3
1,0,0,1,1,0,18,5,4,14,5,5,14.2,3
8,1,0,1,1,1,21,6,4,14.75,6,5,11.8,3
1,0,0,1,1,0,18,6,0,0,6,0,0,1
8,1,0,1,1,0,18,6,6,13.625,6,6,14.2857142857142,3
1,0,0,1,1,0,19,0,0,0,0,0,0,3
15,1,0,1,1,0,21,6,4,11.8,6,4,11.875,1
12,0,0,1,1,0,31,6,6,15.125,6,6,14.6,3
8,1,0,1,1,0,21,6,4,11.5,6,2,10.5,1
12,0,1,1,1,0,24,5,1,10,5,1,11,2
13,0,0,1,1,0,27,4,0,0,5,0,0,1
1,1,0,1,1,0,20,5,3,10.3333333333333,5,5,12.8,3
15,1,0,1,1,0,22,5,0,0,5,2,11.6666666666666,2
1,0,0,1,1,1,19,6,4,12,6,4,12.5,2
9,1,0,1,1,0,19,6,6,13.8333333333333,6,6,14.5,3
1,1,1,1,1,0,23,17,13,12.1538461538461,17,11,11.9090909090909,2
8,1,0,1,1,0,18,6,6,14,6,6,13.6666666666666,3
1,1,0,0,1,0,29,6,6,16.5,6,5,13.8,2
12,1,0,1,1,0,29,5,1,18,5,3,13.3333333333333,1
15,0,0,1,1,0,20,6,6,11.2857142857142,6,5,11.7777777777777,2
1,1,0,1,1,1,19,0,0,0,0,0,0,3
8,1,0,1,1,0,22,0,0,0,0,0,0,2
1,1,0,1,1,0,20,6,5,14,6,6,12,2
12,1,0,1,1,0,24,5,4,13.75,5,3,12,2
1,0,0,0,1,0,21,6,4,13.25,6,5,11,1
12,0,0,1,1,1,25,5,4,14.25,5,4,14.75,3
12,0,0,0,1,0,32,5,0,0,5,0,0,1
14,0,0,0,1,0,26,12,8,11.25,8,3,11.3333333333333,1
1,1,0,1,1,1,18,6,6,13.5,6,6,12.5,3
8,0,0,1,1,1,19,6,5,12.6666666666666,6,6,12.8571428571428,3
1,1,0,1,1,1,19,6,6,15.1666666666666,6,6,12.3333333333333,3
4,0,0,1,1,0,27,6,6,13.1666666666666,5,5,15.1428571428571,1
17,0,1,1,1,0,21,12,10,11.8,12,9,11.4444444444444,2
8,0,0,1,1,0,20,5,4,11.5,5,0,0,2
15,1,0,1,1,0,21,6,6,14.5,6,6,11.3333333333333,3
1,1,0,1,1,0,22,6,5,13.4,6,3,10.6666666666666,2
1,1,1,0,1,0,19,0,0,0,0,0,0,3
8,1,0,1,1,1,18,5,4,10.8,5,2,12.5,1
12,0,0,1,1,0,28,5,0,0,5,0,0,1
12,0,1,0,1,0,25,10,6,11.4285714285714,7,4,12,1
14,0,0,1,1,0,25,14,8,12.5,13,10,11.6,1
1,0,0,1,1,0,18,5,2,13.5,5,3,12.3333333333333,2
1,0,0,1,1,0,26,6,0,0,6,0,0,1
8,1,0,1,1,1,18,5,5,12.75,5,5,11.5,3
14,1,0,1,1,0,22,6,3,11.3333333333333,6,3,12.3333333333333,2
12,0,0,1,1,0,25,6,0,0,6,0,0,1
1,1,0,1,1,0,19,6,5,11.4,6,5,12.4,2
8,1,0,1,1,0,19,6,6,14.4285714285714,6,6,14.5714285714285,3
8,0,0,1,1,0,19,7,7,12.4928571428571,8,8,11.7125,3
12,0,0,1,1,0,45,8,4,11.5,8,4,11,1
12,0,0,1,1,0,52,5,5,11.2,5,5,12.8,3
1,1,0,0,1,0,20,5,3,12,5,3,11,1
1,1,0,1,1,0,19,8,7,15.8857142857142,8,7,15.8857142857142,3
1,0,1,0,1,0,21,7,4,12.94,7,4,11.58,1
12,0,0,0,1,0,35,6,6,14,6,6,14.1666666666666,3
12,1,0,1,1,0,36,0,0,0,0,0,0,3
12,0,1,0,1,0,47,7,0,0,8,0,0,1
9,0,0,1,1,0,22,5,0,0,5,0,0,1
12,1,0,1,1,0,41,5,4,11.25,5,3,11,1
4,0,0,1,1,0,26,5,0,0,5,0,0,1
12,0,0,0,0,0,51,6,4,11.25,6,0,0,1
12,0,0,1,0,0,43,5,3,10.6666666666666,5,4,12.5,2
12,1,0,1,0,0,41,6,5,11.8,6,3,10.6666666666666,3
14,1,0,1,1,0,23,10,8,11.625,10,10,11.1818181818181,3
14,1,0,1,1,0,22,6,0,0,5,0,0,1
8,1,0,1,1,1,25,6,4,10.25,6,4,11.25,1
14,1,0,1,1,0,25,15,15,10.8,14,14,11.3571428571428,3
17,1,0,0,1,1,22,12,11,12.5454545454545,11,11,12.6666666666666,3
12,0,0,1,1,0,24,7,7,13.5714285714285,6,5,13.4,2
12,0,0,1,1,0,47,6,0,0,6,0,0,1
12,1,0,1,1,0,41,5,0,0,5,0,0,1
12,1,0,1,1,0,43,6,6,14.7777777777777,6,5,12.2,3
12,0,0,1,1,0,29,3,0,0,4,0,0,1
12,0,0,1,1,0,30,2,0,0,2,0,0,1
12,0,0,0,1,0,26,4,0,0,5,0,0,1
12,0,0,0,1,0,27,5,0,0,5,0,0,1
12,0,0,1,1,1,36,5,5,11.4,5,5,11.6,3
12,0,0,1,1,0,29,9,6,11.6666666666666,7,6,10.8571428571428,1
13,1,0,1,1,0,35,10,7,11.2857142857142,8,5,13,1
1,0,0,1,1,1,18,6,4,11.5,6,5,12.6,3
1,0,0,1,1,1,24,5,5,16,5,5,16,3
1,1,0,1,1,1,18,6,6,12.5,6,6,12.6666666666666,1
8,1,0,1,1,0,18,5,4,12,5,3,13,2
14,0,0,1,1,0,21,5,0,0,5,3,11.6666666666666,2
13,1,0,1,1,0,21,5,5,13,5,5,12.6,3
12,0,0,1,1,0,32,18,13,13.7142857142857,12,12,12.0833333333333,3
1,1,0,1,1,1,22,5,3,12.3333333333333,6,3,12.5,1
4,1,0,0,1,0,32,17,11,12.7272727272727,12,10,12.7,1
14,0,0,1,1,0,35,5,1,14,5,0,0,1
9,1,0,0,1,0,23,5,0,0,5,0,0,1
12,0,0,1,1,0,39,6,5,11.4,6,3,11,2
14,0,0,1,1,0,35,5,0,0,5,1,10,1
12,0,0,1,1,0,32,6,6,18.875,12,12,17.6923076923076,3
1,0,0,1,1,0,20,6,0,0,6,0,0,1
12,0,0,1,1,0,34,7,6,11.3333333333333,7,4,12.6,2
4,1,0,1,1,0,44,7,7,13.5,5,5,16.2,1
12,0,0,1,1,0,53,11,2,15,9,3,10,3
12,0,1,0,1,0,28,5,0,0,5,0,0,1
4,0,0,1,1,0,31,9,9,14.2222222222222,5,5,12.8,1
1,0,1,0,1,0,18,0,0,0,0,0,0,2
12,0,1,0,1,0,44,7,4,12,6,0,0,1
1,1,0,1,1,0,19,5,5,12.6,5,4,12,3
6,0,0,1,1,0,21,12,12,15.0833333333333,11,11,13.0833333333333,2
9,0,0,1,1,1,18,5,0,0,5,0,0,1
15,1,0,1,1,0,20,6,6,14.5,6,6,15.3,3
12,0,0,1,1,0,55,6,6,14.5,6,6,13.5,3
1,0,0,1,1,0,27,5,3,10,5,1,13,2
8,0,0,1,1,0,19,5,0,0,5,0,0,1
1,0,0,1,1,0,18,5,5,11.6,5,5,13.2,3
12,0,0,1,1,0,43,6,4,11.75,6,0,0,1
9,1,0,1,1,0,18,6,0,0,6,0,0,1
1,1,0,1,1,0,18,0,0,0,0,0,0,1
8,1,1,1,1,1,20,6,0,0,6,0,0,1
12,0,1,0,1,0,29,5,4,11.25,5,4,11.8,1
12,1,1,1,1,0,44,6,5,11.5714285714285,6,0,0,1
1,1,0,1,1,0,18,5,4,10,5,1,16,2
15,0,0,1,1,1,20,6,5,13.8333333333333,6,6,12.3,2
14,1,0,1,1,0,20,6,4,12.75,9,3,12.6666666666666,1
12,1,0,1,1,0,36,4,0,0,5,0,0,1
15,1,0,1,1,0,19,6,5,11.6,6,2,11,2
12,0,0,0,1,0,29,5,0,0,5,0,0,1
1,1,0,1,1,0,18,6,4,11.25,6,3,10.3333333333333,1
12,0,0,0,1,0,24,6,0,0,6,0,0,1
1,0,0,1,1,0,20,6,6,14.3333333333333,6,6,15,3
12,0,1,0,1,0,45,6,0,0,5,0,0,1
14,1,0,1,1,1,28,23,20,13.5,23,20,13.5,3
1,1,0,1,1,0,23,6,6,12.6666666666666,6,5,12.2,2
1,1,0,1,1,0,18,7,7,12.4442857142857,8,7,11.3471428571428,3
1,1,0,1,1,0,23,5,3,10.6666666666666,5,3,11.3333333333333,1
14,1,0,1,1,0,22,0,0,0,0,0,0,2
1,0,0,1,1,1,22,6,6,12.6666666666666,6,5,12.4,3
12,0,0,1,1,0,33,5,5,13.2,5,5,14.8333333333333,3
17,0,0,1,1,0,21,12,10,12.7,12,11,12.1818181818181,3
12,0,0,1,1,0,45,5,5,14.8333333333333,5,5,14.8,3
12,0,0,0,1,0,44,10,4,11.5,7,1,12,1
12,0,0,1,1,0,42,6,0,0,6,0,0,1
9,1,0,1,1,0,20,5,0,0,5,0,0,1
8,1,0,1,1,0,20,5,3,12.6666666666666,5,2,12.5,2
1,1,0,1,1,1,20,6,6,14.7142857142857,6,6,12.5,3
8,1,0,1,1,0,20,6,3,13.6666666666666,6,4,10.25,2
1,0,0,1,1,0,19,5,5,10.8,5,2,13.5,2
16,0,1,0,1,0,26,8,4,10.5,10,7,10.4285714285714,1
12,0,0,1,1,0,31,6,6,15,6,5,12.5,3
1,0,1,1,1,1,19,6,6,12.6666666666666,6,6,14,3
12,1,0,1,1,0,28,6,6,13.1666666666666,6,6,13.6666666666666,3
1,1,0,1,1,1,20,0,0,0,0,0,0,3
1,1,0,1,0,0,43,6,6,13,6,6,12.5,3
12,0,0,1,1,1,25,0,0,0,0,0,0,1
12,0,1,1,0,0,40,6,2,10,6,1,15,1
15,0,0,1,0,0,20,6,6,13.3333333333333,6,5,13.375,3
12,0,0,1,0,0,46,6,3,12.3333333333333,6,6,13.3333333333333,3
16,0,0,1,0,0,26,21,20,13.1818181818181,14,14,11.6428571428571,3
12,0,0,1,0,1,34,7,6,12.5133333333333,8,7,13.0714285714285,3
9,1,0,1,0,0,19,6,0,0,6,0,0,1
1,1,0,1,0,1,18,8,7,13.5857142857142,8,7,13.5857142857142,3
1,1,0,1,0,0,18,7,7,11.1555555555555,8,8,11.425,3
12,0,0,1,1,1,37,7,6,11.8571428571428,6,5,12,3
8,0,0,1,1,1,23,0,0,0,0,0,0,3
14,0,0,1,1,0,26,14,14,14,13,13,13.6153846153846,3
5,1,0,0,0,0,18,6,5,12,6,0,0,1
6,1,0,1,0,0,18,7,4,11.575,7,5,12.4199999999999,2
8,1,0,1,0,0,19,7,7,13.1985714285714,8,8,13.0625,3
5,0,0,1,0,0,18,6,6,13.5,6,6,12,3
1,1,0,1,0,0,19,6,6,13.3333333333333,6,5,12.8,1
8,1,0,1,1,0,20,5,4,14.25,5,1,10,2
8,0,0,1,0,1,22,6,6,12.1666666666666,6,4,12,3
1,1,0,1,0,1,18,8,7,12.2142857142857,8,7,12.2142857142857,3
8,0,0,1,0,1,18,6,6,12.6666666666666,6,6,13,3
1,1,0,1,0,1,18,6,6,12.2857142857142,6,6,13.5,3
1,1,0,1,0,1,18,6,6,13,6,6,13,3
1,1,0,1,0,0,18,6,6,12.1428571428571,6,6,11.1666666666666,3
8,1,0,1,0,1,19,7,7,13.8757142857142,8,7,13.0857142857142,3
8,0,0,1,0,0,20,6,0,0,6,0,0,1
8,1,0,1,0,1,19,6,6,11.6666666666666,6,0,0,1
1,1,0,1,0,0,18,6,6,13.1538461538461,6,3,11,3
1,1,0,1,0,1,18,6,6,14.5,6,6,12.8333333333333,1
8,1,0,1,0,1,18,7,7,14.4414285714285,8,8,13.65625,3
8,1,0,1,0,0,18,6,6,15.1666666666666,6,6,14.2857142857142,3
8,0,0,1,0,1,18,5,5,11.6,5,4,12.625,3
8,1,1,1,0,0,18,6,6,11.6666666666666,6,6,12.3333333333333,3
15,0,0,1,0,1,20,6,6,12.625,6,6,13.2,3
7,1,0,1,0,1,19,6,3,12.6666666666666,6,6,11,3
8,1,0,1,0,1,18,6,6,12.8333333333333,6,6,13,2
1,1,0,1,0,1,19,6,6,11.8571428571428,6,6,13.1428571428571,3
8,1,0,1,0,0,19,6,5,11.4,6,4,10.75,2
14,0,0,1,0,0,19,5,5,14.8571428571428,5,5,15.1428571428571,2
1,0,0,1,0,0,19,6,6,14.7142857142857,6,6,15.8333333333333,3
6,0,1,1,0,0,20,6,6,13.5,6,5,13,3
9,1,0,1,0,1,18,5,4,11.5,5,5,12.4,3
4,0,0,1,0,0,33,5,2,14,5,0,0,1
1,0,0,1,0,1,19,7,6,12.8333333333333,6,0,0,1
8,0,0,1,0,1,18,7,7,13.4285714285714,8,8,14.75,3
8,0,0,1,0,0,19,6,0,0,6,0,0,1
15,0,0,1,0,0,19,6,3,11.6666666666666,6,4,11.5,2
1,1,0,1,0,0,18,6,6,16,6,6,14.3333333333333,3
1,1,0,1,0,0,20,6,6,13.8333333333333,6,6,11.8333333333333,3
1,1,0,1,0,0,19,8,8,13.2325,8,8,13.2325,3
1,1,0,1,1,1,18,6,6,14,6,6,14.1666666666666,3
8,1,1,1,1,1,19,6,2,10,6,0,0,1
14,1,0,1,0,0,25,16,15,13.3333333333333,13,11,12.2727272727272,3
8,1,0,1,0,1,20,6,6,12.5,6,6,14.3333333333333,2
1,0,0,1,0,0,19,6,6,12.5,6,6,11.5,3
8,1,1,1,1,0,33,5,2,10.5,5,0,0,1
9,1,1,1,1,0,18,5,3,10.6666666666666,5,3,11.3333333333333,2
1,1,0,1,1,0,18,5,4,10.5,5,2,10.5,2
6,0,0,1,0,0,19,5,4,12,5,5,11.4,3
1,1,0,1,0,0,18,0,0,0,0,0,0,2
14,0,0,1,0,0,19,5,5,11.5,5,2,10.6666666666666,2
1,1,0,1,0,0,18,6,6,14,6,6,13.5,1
8,1,0,1,0,0,18,6,6,13.5,6,5,12.6,3
1,1,0,1,0,0,18,8,8,13.07375,8,8,13.07375,3
12,0,0,1,0,0,37,7,2,10.75,7,0,0,1
1,0,0,1,0,0,20,6,1,12,5,0,0,2
1,1,0,1,0,1,20,6,6,14,6,6,13.3333333333333,3
6,0,0,1,1,0,21,6,6,12.3333333333333,6,6,13.4285714285714,3
8,0,0,1,0,1,18,7,7,13.4642857142857,8,8,14.7888888888888,3
12,0,0,1,0,0,26,6,3,10.6666666666666,6,5,11.2,2
12,0,1,1,0,0,41,5,5,11.6,5,5,12.2,2
1,1,0,1,0,1,18,6,6,13.6666666666666,6,6,14.6666666666666,3
1,0,1,1,0,0,18,8,8,14.4025,8,8,14.4025,3
1,1,0,1,0,0,31,7,7,15.46875,8,8,16.3875,3
1,0,1,1,0,0,23,6,6,12.625,6,6,14.1666666666666,3
1,1,0,1,0,0,19,7,6,14.9833333333333,7,6,14.9833333333333,3
7,1,0,1,0,1,20,6,6,15,6,6,13,3
12,0,0,1,0,0,40,9,9,15.8888888888888,7,7,14.1428571428571,3
15,1,1,1,0,0,32,6,4,11.5,6,3,11,1
1,1,0,1,0,0,24,6,2,10.5,6,1,10,1
8,1,0,1,0,0,18,7,6,13.9833333333333,7,6,13.9833333333333,3
1,0,0,1,0,0,18,6,6,13,6,6,12.8333333333333,3
1,1,0,1,0,1,18,6,6,13.6666666666666,6,6,13,3
12,1,0,0,0,0,27,6,0,0,6,0,0,1
1,0,0,1,0,0,18,5,5,14.4,5,5,15.4,3
12,0,0,1,0,0,26,5,4,12,5,4,11.25,2
1,1,0,1,0,0,19,6,6,14.1666666666666,6,6,13.6666666666666,3
8,1,0,1,0,0,19,6,5,12.2,6,6,12,3
9,1,0,1,0,0,21,5,3,12,5,3,12.6666666666666,2
1,1,0,1,0,0,24,5,2,10.5,5,1,11,2
8,0,0,1,0,0,20,6,3,12.3333333333333,6,2,10.5,1
1,1,0,1,0,0,18,6,5,12.2,6,5,12.2,2
12,0,0,1,0,0,30,6,0,0,6,0,0,1
1,1,1,0,0,0,22,7,6,11.5,7,6,13.1666666666666,2
4,0,0,1,0,0,21,9,9,10.8888888888888,10,10,11.6153846153846,3
12,0,0,1,0,0,26,7,6,12.1666666666666,8,8,11.675,1
8,1,0,1,0,0,23,5,2,10,5,1,12,2
8,0,0,1,0,1,18,6,6,12.6666666666666,6,6,12.1666666666666,3
1,1,1,1,0,0,21,6,5,11.4,6,5,12.2,1
14,0,0,1,0,1,18,0,0,0,0,0,0,1
8,1,0,1,0,0,21,5,2,13,5,4,12,2
8,1,0,1,0,0,18,6,5,13.4,6,5,12,2
8,1,0,1,0,1,19,6,6,13.5,6,5,12.8,1
8,1,0,1,0,0,22,6,4,12.25,6,3,11.3333333333333,2
1,1,0,1,0,0,19,6,6,12.2857142857142,6,6,12.8333333333333,3
1,1,0,0,0,0,19,5,0,0,5,0,0,1
8,1,0,1,0,0,19,6,2,10.5,6,1,13,1
15,0,0,1,0,0,27,5,3,14,5,5,12,3
5,1,0,1,0,0,22,5,5,14.2,5,5,12.2,3
1,1,0,1,0,0,18,6,5,13,6,6,13.1428571428571,1
8,1,0,1,0,0,20,6,6,11,6,4,12.75,3
14,0,0,1,0,0,34,8,3,11,7,2,10,1
8,1,0,1,0,0,18,7,6,12.3857142857142,8,8,13.7555555555555,3
8,1,0,1,1,0,20,6,4,14.75,6,4,12.25,3
1,1,0,1,0,0,20,5,5,16.1666666666666,5,5,15.8333333333333,3
12,0,0,1,1,0,25,5,0,0,5,0,0,1
1,1,0,1,1,0,18,5,5,12.4,5,3,13,1
1,0,0,0,1,0,18,6,5,11.6,6,4,13,1
8,1,0,1,0,1,18,6,5,12.2,6,0,0,1
